projectName;name;pathFile;productionFile;junitVersion;loc;qtdMethods;testSmellName;testSmellMethod;testSmellLineBegin;testSmellLineEnd;methodNameHash;methodNameFullHash;methodCode;methodCodeHash;FullHash
test-smells-graphql_java_gen;AnnotationTest;C:\Users\crist\.jnose_projects\test-smells-graphql_java_gen\support\src\test\java\com\shopify\graphql\support\AnnotationTest.java;;JUnit4;28;1;Conditional Test Logic;testAppliesAnnotation;20-23;20-23;9c2c3a538784084d95e66d28b027e168;f166cd93a62b3c79d26ed53ee66578ea;if(method.isAnnotationPresent(Nullable.class)){foundNullable=true|break|};89440af2860ca1f97e581856abae3587;f1818408d58104bfac3dd72e930cd823
test-smells-graphql_java_gen;AnnotationTest;C:\Users\crist\.jnose_projects\test-smells-graphql_java_gen\support\src\test\java\com\shopify\graphql\support\AnnotationTest.java;;JUnit4;28;1;Conditional Test Logic;testAppliesAnnotation;19-24;19-24;9c2c3a538784084d95e66d28b027e168;f166cd93a62b3c79d26ed53ee66578ea;for(Methodmethod:klass.getDeclaredMethods()){if(method.isAnnotationPresent(Nullable.class)){foundNullable=true|break|}};90b1b637b1b5a88ac17bf5fe943a347e;51eaaa4870d499b1d132c27f91d4a502
test-smells-graphql_java_gen;AnnotationTest;C:\Users\crist\.jnose_projects\test-smells-graphql_java_gen\support\src\test\java\com\shopify\graphql\support\AnnotationTest.java;;JUnit4;28;1;Conditional Test Logic;testAppliesAnnotation;18-25;18-25;9c2c3a538784084d95e66d28b027e168;f166cd93a62b3c79d26ed53ee66578ea;for(Classklass:obj.getDeclaredClasses()){for(Methodmethod:klass.getDeclaredMethods()){if(method.isAnnotationPresent(Nullable.class)){foundNullable=true|break|}}};3d336536f10658a3e25831fdf4f98208;9b50f61f0e890fbbe1b0d6517d4106e1
test-smells-graphql_java_gen;IntegrationTest;C:\Users\crist\.jnose_projects\test-smells-graphql_java_gen\support\src\test\java\com\shopify\graphql\support\IntegrationTest.java;;JUnit4;192;23;Magic Number Test;testScalarFieldResponse;116;116;fb8d1ce711470fc69a5bfefb15d2cd8a;a49f87b9fbb231271c8f7422d9c70b5c
test-smells-graphql_java_gen;IntegrationTest;C:\Users\crist\.jnose_projects\test-smells-graphql_java_gen\support\src\test\java\com\shopify\graphql\support\IntegrationTest.java;;JUnit4;192;23;Magic Number Test;testInterfaceResponse;125;125;0d4e07489340f372c3cd4b576adba1e2;a1171a3c501bc8eb31e600d00351f6b9
test-smells-graphql_java_gen;IntegrationTest;C:\Users\crist\.jnose_projects\test-smells-graphql_java_gen\support\src\test\java\com\shopify\graphql\support\IntegrationTest.java;;JUnit4;192;23;Magic Number Test;testUnionResponse;143;143;f46d0895224081344381e2e2731e56df;0b6e07e6eb5e9a92ff23742419d414f2
test-smells-graphql_java_gen;IntegrationTest;C:\Users\crist\.jnose_projects\test-smells-graphql_java_gen\support\src\test\java\com\shopify\graphql\support\IntegrationTest.java;;JUnit4;192;23;Assertion Roulette;testInterfaceResponse;124-124;124-124;0d4e07489340f372c3cd4b576adba1e2;a1171a3c501bc8eb31e600d00351f6b9;assertTrue(entryinstanceofGenerated.IntegerEntry)|;141711086bb08ed4f5b3fff3540384e7;984c15a8aba84e096bfbe40613977d4f
test-smells-graphql_java_gen;IntegrationTest;C:\Users\crist\.jnose_projects\test-smells-graphql_java_gen\support\src\test\java\com\shopify\graphql\support\IntegrationTest.java;;JUnit4;192;23;Assertion Roulette;testInterfaceResponse;125-125;125-125;0d4e07489340f372c3cd4b576adba1e2;a1171a3c501bc8eb31e600d00351f6b9;assertEquals(42,((Generated.IntegerEntry)entry).getValue().intValue())|;8a6d586b4704cc2df66b6f7820992669;48b704caf17dc70cf16920d7f61f3378
test-smells-graphql_java_gen;IntegrationTest;C:\Users\crist\.jnose_projects\test-smells-graphql_java_gen\support\src\test\java\com\shopify\graphql\support\IntegrationTest.java;;JUnit4;192;23;Assertion Roulette;testInterfaceUnknownTypeResponse;133-133;133-133;9699fac6e4d99c39a710cbe6ebcf91d3;8b633f8504245e67601f7372f8eadbd4;assertTrue(entryinstanceofGenerated.UnknownEntry)|;15809a652ccd446a4d2a5850275c30bd;72cf887dad0922e4ccefce703c7cf07c
test-smells-graphql_java_gen;IntegrationTest;C:\Users\crist\.jnose_projects\test-smells-graphql_java_gen\support\src\test\java\com\shopify\graphql\support\IntegrationTest.java;;JUnit4;192;23;Assertion Roulette;testInterfaceUnknownTypeResponse;134-134;134-134;9699fac6e4d99c39a710cbe6ebcf91d3;8b633f8504245e67601f7372f8eadbd4;assertEquals("foo",entry.getKey())|;bc8a23da7c253a262793599de084aefb;230a59d9224682b76269cb4693e8c16a
test-smells-graphql_java_gen;IntegrationTest;C:\Users\crist\.jnose_projects\test-smells-graphql_java_gen\support\src\test\java\com\shopify\graphql\support\IntegrationTest.java;;JUnit4;192;23;Assertion Roulette;testUnionResponse;142-142;142-142;f46d0895224081344381e2e2731e56df;0b6e07e6eb5e9a92ff23742419d414f2;assertTrue(entryinstanceofGenerated.IntegerEntry)|;141711086bb08ed4f5b3fff3540384e7;59587f6d94930f6259b9481428975dde
test-smells-graphql_java_gen;IntegrationTest;C:\Users\crist\.jnose_projects\test-smells-graphql_java_gen\support\src\test\java\com\shopify\graphql\support\IntegrationTest.java;;JUnit4;192;23;Assertion Roulette;testUnionResponse;143-143;143-143;f46d0895224081344381e2e2731e56df;0b6e07e6eb5e9a92ff23742419d414f2;assertEquals(42,((Generated.IntegerEntry)entry).getValue().intValue())|;8a6d586b4704cc2df66b6f7820992669;8481024c786e2f6829f273775f1c6e4c
test-smells-graphql_java_gen;IntegrationTest;C:\Users\crist\.jnose_projects\test-smells-graphql_java_gen\support\src\test\java\com\shopify\graphql\support\IntegrationTest.java;;JUnit4;192;23;Assertion Roulette;testUnionUnknownTypeResponse;151-151;151-151;41fd831e1592098a07a004d0b2543d0c;295dbcc7de26cb2de83bead699a7a827;assertTrue(entryinstanceofGenerated.UnknownEntryUnion)|;077ea759502a1457d7884cee47dfdd2b;4c29e7e427506bb46ff070983449614f
test-smells-graphql_java_gen;QueryTest;C:\Users\crist\.jnose_projects\test-smells-graphql_java_gen\support\src\test\java\com\shopify\graphql\support\QueryTest.java;C:\Users\crist\.jnose_projects\test-smells-graphql_java_gen\support\src\main\java\com\shopify\graphql\support\Query.java;JUnit4;29;4;Sensitive Equality;testStringEscaping;12-12;12-12;cf71256bf40d1329ac61fe7181ee6986;a453cc8989eb71875268b776a92f6989;assertEquals("\"\\u0000\\r\\n\\\\\\\"cꝏ\"",result.toString())|;15a62dcd8e2184d5af6225aba8b36cbc;13684048316c61b4afb1fddfc3614329
test-smells-graphql_java_gen;QueryTest;C:\Users\crist\.jnose_projects\test-smells-graphql_java_gen\support\src\test\java\com\shopify\graphql\support\QueryTest.java;C:\Users\crist\.jnose_projects\test-smells-graphql_java_gen\support\src\main\java\com\shopify\graphql\support\Query.java;JUnit4;29;4;Lazy Test;testBlankAlias, testInvalidAliasWithDashes, testInvalidAliasWithUnderscore;27, 22, 17;27, 22, 17;47974d996e8eaaa4d463b3fb30c0eb39;4c73dd2bbc78e970342f1d70bec4d4f6;newQuery<Query>(null){}.withAlias("")|newQuery<Query>(null){}.withAlias("invalid-alias")|newQuery<Query>(null){}.withAlias("invalid__alias")|;dbd4c26d2b9b48ce6c0f9daa0142d67a;af68ee330d9cfe59a81517dc8b022ed5
