correto,observacao,estrato_auditoria,peso_no_universo,github_repo,production_path,test_path,metodo,evidencia,ambiguo,n_testes_da_producao,url_producao,url_teste
,,caminho_exato,0.040014,test-smells-spring-hadoop,/spring-hadoop-sqoop2/src/main/java/org/springframework/data/hadoop/batch/sqoop2/Sqoop2Tasklet.java,/spring-hadoop-build-tests/src/test/java/org/springframework/data/hadoop/batch/sqoop2/Sqoop2TaskletTests.java,caminho_exato,,0,1,https://github.com/cristianritter/test-smells-spring-hadoop/blob/cda92b8ab6b5e8a8defe8ae5822e966e0a9d34eb/spring-hadoop-sqoop2/src/main/java/org/springframework/data/hadoop/batch/sqoop2/Sqoop2Tasklet.java,https://github.com/cristianritter/test-smells-spring-hadoop/blob/cda92b8ab6b5e8a8defe8ae5822e966e0a9d34eb/spring-hadoop-build-tests/src/test/java/org/springframework/data/hadoop/batch/sqoop2/Sqoop2TaskletTests.java
,,convencao,0.005513,test-smells-polygene-java,/libraries/uowfile/src/main/java/org/apache/polygene/library/uowfile/plural/HasUoWFiles.java,/libraries/uowfile/src/test/java/org/apache/polygene/library/uowfile/HasUoWFilesTest.java,convencao,,0,1,https://github.com/cristianritter/test-smells-polygene-java/blob/031beef870302a0bd01bd5895ce849e00f2d5d5b/libraries/uowfile/src/main/java/org/apache/polygene/library/uowfile/plural/HasUoWFiles.java,https://github.com/cristianritter/test-smells-polygene-java/blob/031beef870302a0bd01bd5895ce849e00f2d5d5b/libraries/uowfile/src/test/java/org/apache/polygene/library/uowfile/HasUoWFilesTest.java
,,referencia_estatica/import_fqn,0.835379,test-smells-camel,/core/camel-core/src/main/java/org/apache/camel/builder/RouteBuilder.java,/components/camel-jms/src/test/java/org/apache/camel/component/jms/tx/JmsToJmsTransactedTest.java,referencia_estatica,import_fqn,1,5148,https://github.com/cristianritter/test-smells-camel/blob/8a85a70643c4d6eec2d3abddeea44ecb06c2f486/core/camel-core/src/main/java/org/apache/camel/builder/RouteBuilder.java,https://github.com/cristianritter/test-smells-camel/blob/8a85a70643c4d6eec2d3abddeea44ecb06c2f486/components/camel-jms/src/test/java/org/apache/camel/component/jms/tx/JmsToJmsTransactedTest.java
,,caminho_exato,0.040014,test-smells-bigtop,/bigtop-data-generators/bigpetstore-data-generator/src/main/java/org/apache/bigtop/datagenerators/bigpetstore/generators/transaction/ProductCategoryUsageSimulator.java,/bigtop-data-generators/bigpetstore-data-generator/src/test/java/org/apache/bigtop/datagenerators/bigpetstore/generators/transaction/TestProductCategoryUsageSimulator.java,caminho_exato,,0,1,https://github.com/cristianritter/test-smells-bigtop/blob/2cfcee08fc39a5f0b918ff2b895e1620344b390b/bigtop-data-generators/bigpetstore-data-generator/src/main/java/org/apache/bigtop/datagenerators/bigpetstore/generators/transaction/ProductCategoryUsageSimulator.java,https://github.com/cristianritter/test-smells-bigtop/blob/2cfcee08fc39a5f0b918ff2b895e1620344b390b/bigtop-data-generators/bigpetstore-data-generator/src/test/java/org/apache/bigtop/datagenerators/bigpetstore/generators/transaction/TestProductCategoryUsageSimulator.java
,,referencia_estatica/mesmo_pacote,0.111151,test-smells-beam,/sdks/java/core/src/main/java/org/apache/beam/sdk/options/PipelineOptionsFactory.java,/sdks/java/core/src/test/java/org/apache/beam/sdk/options/PipelineOptionsTest.java,referencia_estatica,mesmo_pacote,1,212,https://github.com/cristianritter/test-smells-beam/blob/a956ff77a8448e5f2c12f6695fec608348b5ab60/sdks/java/core/src/main/java/org/apache/beam/sdk/options/PipelineOptionsFactory.java,https://github.com/cristianritter/test-smells-beam/blob/a956ff77a8448e5f2c12f6695fec608348b5ab60/sdks/java/core/src/test/java/org/apache/beam/sdk/options/PipelineOptionsTest.java
,,convencao,0.005513,test-smells-james-project,/server/data/data-library/src/main/java/org/apache/james/rrt/lib/AbstractRecipientRewriteTable.java,/server/data/data-library/src/test/java/org/apache/james/rrt/lib/AbstractRecipientRewriteTableTest.java,convencao,,0,7,https://github.com/cristianritter/test-smells-james-project/blob/fa24a096a5853459c3769a34ccc68feb91626bfa/server/data/data-library/src/main/java/org/apache/james/rrt/lib/AbstractRecipientRewriteTable.java,https://github.com/cristianritter/test-smells-james-project/blob/fa24a096a5853459c3769a34ccc68feb91626bfa/server/data/data-library/src/test/java/org/apache/james/rrt/lib/AbstractRecipientRewriteTableTest.java
,,convencao,0.005513,test-smells-eclipse.jdt.core,/org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/nd/db/Database.java,/org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/nd/DatabaseTest.java,convencao,,0,6,https://github.com/cristianritter/test-smells-eclipse.jdt.core/blob/24d47c292ed4bd8fdc28b3c2f9afdab1401d025c/org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/nd/db/Database.java,https://github.com/cristianritter/test-smells-eclipse.jdt.core/blob/24d47c292ed4bd8fdc28b3c2f9afdab1401d025c/org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/nd/DatabaseTest.java
,,referencia_estatica/mesmo_pacote,0.111151,test-smells-camel,/components/camel-mina2/src/main/java/org/apache/camel/component/mina2/Mina2Configuration.java,/components/camel-mina2/src/test/java/org/apache/camel/component/mina2/Mina2ComponentWithConfigurationTest.java,referencia_estatica,mesmo_pacote,0,1,https://github.com/cristianritter/test-smells-camel/blob/8a85a70643c4d6eec2d3abddeea44ecb06c2f486/components/camel-mina2/src/main/java/org/apache/camel/component/mina2/Mina2Configuration.java,https://github.com/cristianritter/test-smells-camel/blob/8a85a70643c4d6eec2d3abddeea44ecb06c2f486/components/camel-mina2/src/test/java/org/apache/camel/component/mina2/Mina2ComponentWithConfigurationTest.java
,,referencia_estatica/wildcard,0.007944,test-smells-hadoop,/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/JobConf.java,/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/src/test/java/org/apache/hadoop/fs/DFSCIOTest.java,referencia_estatica,wildcard,1,156,https://github.com/cristianritter/test-smells-hadoop/blob/128dd91e10080bdcbcd7d555fa3c4105e55a6b51/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/JobConf.java,https://github.com/cristianritter/test-smells-hadoop/blob/128dd91e10080bdcbcd7d555fa3c4105e55a6b51/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/src/test/java/org/apache/hadoop/fs/DFSCIOTest.java
,,referencia_estatica/mesmo_pacote,0.111151,test-smells-hive,/standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java,/standalone-metastore/metastore-server/src/test/java/org/apache/hadoop/hive/metastore/TestHiveMetaStoreTimeout.java,referencia_estatica,mesmo_pacote,1,17,https://github.com/cristianritter/test-smells-hive/blob/2fa22bf360898dc8fd1408bfcc96e1c6aeaf9a53/standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java,https://github.com/cristianritter/test-smells-hive/blob/2fa22bf360898dc8fd1408bfcc96e1c6aeaf9a53/standalone-metastore/metastore-server/src/test/java/org/apache/hadoop/hive/metastore/TestHiveMetaStoreTimeout.java
,,referencia_estatica/wildcard,0.007944,test-smells-eclipse.jdt.core,/org.eclipse.jdt.core/search/org/eclipse/jdt/core/search/SearchRequestor.java,/org.eclipse.jdt.core.tests.performance/src/org/eclipse/jdt/core/tests/performance/FullSourceWorkspaceCompleteSearchTests.java,referencia_estatica,wildcard,1,8,https://github.com/cristianritter/test-smells-eclipse.jdt.core/blob/24d47c292ed4bd8fdc28b3c2f9afdab1401d025c/org.eclipse.jdt.core/search/org/eclipse/jdt/core/search/SearchRequestor.java,https://github.com/cristianritter/test-smells-eclipse.jdt.core/blob/24d47c292ed4bd8fdc28b3c2f9afdab1401d025c/org.eclipse.jdt.core.tests.performance/src/org/eclipse/jdt/core/tests/performance/FullSourceWorkspaceCompleteSearchTests.java
,,convencao,0.005513,test-smells-james-project,/server/mailrepository/mailrepository-cassandra/src/main/java/org/apache/james/mailrepository/cassandra/CassandraMailRepositoryMailDAO.java,/server/mailrepository/mailrepository-cassandra/src/test/java/org/apache/james/mailrepository/cassandra/CassandraMailRepositoryMailDAOTest.java,convencao,,0,3,https://github.com/cristianritter/test-smells-james-project/blob/fa24a096a5853459c3769a34ccc68feb91626bfa/server/mailrepository/mailrepository-cassandra/src/main/java/org/apache/james/mailrepository/cassandra/CassandraMailRepositoryMailDAO.java,https://github.com/cristianritter/test-smells-james-project/blob/fa24a096a5853459c3769a34ccc68feb91626bfa/server/mailrepository/mailrepository-cassandra/src/test/java/org/apache/james/mailrepository/cassandra/CassandraMailRepositoryMailDAOTest.java
,,referencia_estatica/wildcard,0.007944,test-smells-jena,/jena-core/src/main/java/org/apache/jena/graph/Graph.java,/jena-core/src/test/java/org/apache/jena/graph/test/TestGraphExtract.java,referencia_estatica,wildcard,1,127,https://github.com/cristianritter/test-smells-jena/blob/1cca775bbf0bb0fd3ee8ac55e31f0f30cdde3b77/jena-core/src/main/java/org/apache/jena/graph/Graph.java,https://github.com/cristianritter/test-smells-jena/blob/1cca775bbf0bb0fd3ee8ac55e31f0f30cdde3b77/jena-core/src/test/java/org/apache/jena/graph/test/TestGraphExtract.java
,,convencao,0.005513,test-smells-defense-solutions-proofs-of-concept,/geoevent-components/solutions-geoevent/processors/reduceLineToPoint-processor/src/main/java/com/esri/geoevent/solutions/processor/line2pt/UnitConverter.java,/geoevent-components/solutions-geoevent/10.1.x-10.2.2/processors/geometry-processor/src/test/java/com/esri/geoevent/solutions/processor/geometry/test/UnitConverterTest.java,convencao,,0,1,https://github.com/cristianritter/test-smells-defense-solutions-proofs-of-concept/blob/107e74c00bf433948b6579092815858a4ffb7c08/geoevent-components/solutions-geoevent/processors/reduceLineToPoint-processor/src/main/java/com/esri/geoevent/solutions/processor/line2pt/UnitConverter.java,https://github.com/cristianritter/test-smells-defense-solutions-proofs-of-concept/blob/107e74c00bf433948b6579092815858a4ffb7c08/geoevent-components/solutions-geoevent/10.1.x-10.2.2/processors/geometry-processor/src/test/java/com/esri/geoevent/solutions/processor/geometry/test/UnitConverterTest.java
,,convencao,0.005513,test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/Executors.java,/test/jdk/java/util/concurrent/tck/ExecutorsTest.java,convencao,,0,42,https://github.com/cristianritter/test-smells-SapMachine/blob/6e62561730c46dc5000c39665c43951832192ceb/src/java.base/share/classes/java/util/concurrent/Executors.java,https://github.com/cristianritter/test-smells-SapMachine/blob/6e62561730c46dc5000c39665c43951832192ceb/test/jdk/java/util/concurrent/tck/ExecutorsTest.java
,,caminho_exato,0.040014,test-smells-brooklyn-server,/policy/src/main/java/org/apache/brooklyn/policy/followthesun/FollowTheSunPolicy.java,/policy/src/test/java/org/apache/brooklyn/policy/followthesun/FollowTheSunPolicyTest.java,caminho_exato,,0,1,https://github.com/cristianritter/test-smells-brooklyn-server/blob/880eb1da00f6358d7fd76d065322e3685bfb1a04/policy/src/main/java/org/apache/brooklyn/policy/followthesun/FollowTheSunPolicy.java,https://github.com/cristianritter/test-smells-brooklyn-server/blob/880eb1da00f6358d7fd76d065322e3685bfb1a04/policy/src/test/java/org/apache/brooklyn/policy/followthesun/FollowTheSunPolicyTest.java
,,referencia_estatica/mesmo_pacote,0.111151,test-smells-accumulo,/core/src/main/java/org/apache/accumulo/core/data/Key.java,/core/src/test/java/org/apache/accumulo/core/data/KeyBuilderTest.java,referencia_estatica,mesmo_pacote,1,82,https://github.com/cristianritter/test-smells-accumulo/blob/f896c98c2356a52dfa2235d2cc02ae556ab17909/core/src/main/java/org/apache/accumulo/core/data/Key.java,https://github.com/cristianritter/test-smells-accumulo/blob/f896c98c2356a52dfa2235d2cc02ae556ab17909/core/src/test/java/org/apache/accumulo/core/data/KeyBuilderTest.java
,,convencao,0.005513,test-smells-guava,/android/guava/src/com/google/common/reflect/ClassPath.java,/guava-tests/test/com/google/common/reflect/ClassPathTest.java,convencao,,1,4,https://github.com/cristianritter/test-smells-guava/blob/be92294be598b9b6ff0bd1cae3335759dafcb534/android/guava/src/com/google/common/reflect/ClassPath.java,https://github.com/cristianritter/test-smells-guava/blob/be92294be598b9b6ff0bd1cae3335759dafcb534/guava-tests/test/com/google/common/reflect/ClassPathTest.java
,,referencia_estatica/mesmo_pacote,0.111151,test-smells-avro,/lang/java/avro/src/main/java/org/apache/avro/Schema.java,/lang/java/avro/src/test/java/org/apache/avro/TestReadingWritingDataInEvolvedSchemas.java,referencia_estatica,mesmo_pacote,1,114,https://github.com/cristianritter/test-smells-avro/blob/1119b6eb5b92730b27e9798793bc67f192591c15/lang/java/avro/src/main/java/org/apache/avro/Schema.java,https://github.com/cristianritter/test-smells-avro/blob/1119b6eb5b92730b27e9798793bc67f192591c15/lang/java/avro/src/test/java/org/apache/avro/TestReadingWritingDataInEvolvedSchemas.java
,,convencao,0.005513,test-smells-li-apache-kafka-clients,/li-apache-kafka-clients/src/main/java/com/linkedin/kafka/clients/producer/LiKafkaFederatedProducerImpl.java,/li-apache-kafka-clients/src/test/java/com/linkedin/kafka/clients/producer/LiKafkaFederatedProducerImplTest.java,convencao,,0,1,https://github.com/cristianritter/test-smells-li-apache-kafka-clients/blob/64c130b021176451b9a0a1274903c8e77585aaa1/li-apache-kafka-clients/src/main/java/com/linkedin/kafka/clients/producer/LiKafkaFederatedProducerImpl.java,https://github.com/cristianritter/test-smells-li-apache-kafka-clients/blob/64c130b021176451b9a0a1274903c8e77585aaa1/li-apache-kafka-clients/src/test/java/com/linkedin/kafka/clients/producer/LiKafkaFederatedProducerImplTest.java
,,caminho_exato,0.040014,test-smells-incubator-brooklyn,/brooklyn-library/software/webapp/src/main/java/org/apache/brooklyn/entity/proxy/ProxySslConfig.java,/brooklyn-library/software/webapp/src/test/java/org/apache/brooklyn/entity/proxy/ProxySslConfigTest.java,caminho_exato,,0,2,https://github.com/cristianritter/test-smells-incubator-brooklyn/blob/337a5d22d5e9c98cc96ea1085383cbed1ee0b741/brooklyn-library/software/webapp/src/main/java/org/apache/brooklyn/entity/proxy/ProxySslConfig.java,https://github.com/cristianritter/test-smells-incubator-brooklyn/blob/337a5d22d5e9c98cc96ea1085383cbed1ee0b741/brooklyn-library/software/webapp/src/test/java/org/apache/brooklyn/entity/proxy/ProxySslConfigTest.java
,,referencia_estatica/wildcard,0.007944,test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/Executors.java,/test/jdk/javax/management/security/HashedPasswordFileTest.java,referencia_estatica,wildcard,1,42,https://github.com/cristianritter/test-smells-SapMachine/blob/6e62561730c46dc5000c39665c43951832192ceb/src/java.base/share/classes/java/util/concurrent/Executors.java,https://github.com/cristianritter/test-smells-SapMachine/blob/6e62561730c46dc5000c39665c43951832192ceb/test/jdk/javax/management/security/HashedPasswordFileTest.java
,,convencao,0.005513,test-smells-brooklyn-server,/core/src/main/java/org/apache/brooklyn/core/effector/MethodEffector.java,/core/src/test/java/org/apache/brooklyn/core/effector/MethodEffectorTest.java,convencao,,0,5,https://github.com/cristianritter/test-smells-brooklyn-server/blob/880eb1da00f6358d7fd76d065322e3685bfb1a04/core/src/main/java/org/apache/brooklyn/core/effector/MethodEffector.java,https://github.com/cristianritter/test-smells-brooklyn-server/blob/880eb1da00f6358d7fd76d065322e3685bfb1a04/core/src/test/java/org/apache/brooklyn/core/effector/MethodEffectorTest.java
,,referencia_estatica/import_fqn,0.835379,test-smells-binnavi,/src/main/java/com/google/security/zynamics/zylib/disassembly/CAddress.java,/src/test/java/com/google/security/zynamics/binnavi/API/debug/BreakpointTest.java,referencia_estatica,import_fqn,1,100,https://github.com/cristianritter/test-smells-binnavi/blob/8e0aef41402db6c6ecb2a26bb943bbbc5fd989b2/src/main/java/com/google/security/zynamics/zylib/disassembly/CAddress.java,https://github.com/cristianritter/test-smells-binnavi/blob/8e0aef41402db6c6ecb2a26bb943bbbc5fd989b2/src/test/java/com/google/security/zynamics/binnavi/API/debug/BreakpointTest.java
,,convencao,0.005513,test-smells-spring-framework,/spring-webflux/src/main/java/org/springframework/web/reactive/function/server/RequestPredicates.java,/spring-webflux/src/test/java/org/springframework/web/reactive/function/server/RequestPredicatesTests.java,convencao,,1,13,https://github.com/cristianritter/test-smells-spring-framework/blob/3a0f309e2c9fdbbf7fb2d348be861528177f8555/spring-webflux/src/main/java/org/springframework/web/reactive/function/server/RequestPredicates.java,https://github.com/cristianritter/test-smells-spring-framework/blob/3a0f309e2c9fdbbf7fb2d348be861528177f8555/spring-webflux/src/test/java/org/springframework/web/reactive/function/server/RequestPredicatesTests.java
,,referencia_estatica/import_fqn,0.835379,test-smells-j2objc,/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/text/UnicodeSet.java,/jre_emul/android/platform/external/icu/android_icu4j/src/main/tests/android/icu/dev/test/collator/CollationTest.java,referencia_estatica,import_fqn,1,26,https://github.com/cristianritter/test-smells-j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/text/UnicodeSet.java,https://github.com/cristianritter/test-smells-j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/external/icu/android_icu4j/src/main/tests/android/icu/dev/test/collator/CollationTest.java
,,caminho_exato,0.040014,test-smells-binnavi,/src/main/java/com/google/security/zynamics/reil/translators/arm/ARMSmlsdTranslator.java,/src/test/java/com/google/security/zynamics/reil/translators/arm/ARMSmlsdTranslatorTest.java,caminho_exato,,0,1,https://github.com/cristianritter/test-smells-binnavi/blob/8e0aef41402db6c6ecb2a26bb943bbbc5fd989b2/src/main/java/com/google/security/zynamics/reil/translators/arm/ARMSmlsdTranslator.java,https://github.com/cristianritter/test-smells-binnavi/blob/8e0aef41402db6c6ecb2a26bb943bbbc5fd989b2/src/test/java/com/google/security/zynamics/reil/translators/arm/ARMSmlsdTranslatorTest.java
,,referencia_estatica/mesmo_pacote,0.111151,test-smells-bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,/bookkeeper-server/src/test/java/org/apache/bookkeeper/client/GenericEnsemblePlacementPolicyTest.java,referencia_estatica,mesmo_pacote,1,82,https://github.com/cristianritter/test-smells-bookkeeper/blob/f26a4cae0e9205ad391c6d4d79f2937871864c28/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,https://github.com/cristianritter/test-smells-bookkeeper/blob/f26a4cae0e9205ad391c6d4d79f2937871864c28/bookkeeper-server/src/test/java/org/apache/bookkeeper/client/GenericEnsemblePlacementPolicyTest.java
,,caminho_exato,0.040014,test-smells-ceylon,/common/src/org/eclipse/ceylon/common/config/ConfigWriter.java,/common/test/src/org/eclipse/ceylon/common/test/ConfigWriterTest.java,caminho_exato,,0,1,https://github.com/cristianritter/test-smells-ceylon/blob/d3994d6cd120c4df85952cd9432123b413cfd65a/common/src/org/eclipse/ceylon/common/config/ConfigWriter.java,https://github.com/cristianritter/test-smells-ceylon/blob/d3994d6cd120c4df85952cd9432123b413cfd65a/common/test/src/org/eclipse/ceylon/common/test/ConfigWriterTest.java
,,referencia_estatica/mesmo_pacote,0.111151,test-smells-org.eclipse.rap,/bundles/org.eclipse.rap.rwt/src/org/eclipse/swt/widgets/Label.java,/tests/org.eclipse.rap.rwt.test/src/org/eclipse/swt/widgets/Widget_Test.java,referencia_estatica,mesmo_pacote,1,31,https://github.com/cristianritter/test-smells-org.eclipse.rap/blob/6295da95d01da6669c91bd4b058db9b89f35abaf/bundles/org.eclipse.rap.rwt/src/org/eclipse/swt/widgets/Label.java,https://github.com/cristianritter/test-smells-org.eclipse.rap/blob/6295da95d01da6669c91bd4b058db9b89f35abaf/tests/org.eclipse.rap.rwt.test/src/org/eclipse/swt/widgets/Widget_Test.java
,,caminho_exato,0.040014,test-smells-smarthome,/bundles/model/org.eclipse.smarthome.model.lsp/src/main/java/org/eclipse/smarthome/model/lsp/internal/MappingUriExtensions.java,/bundles/model/org.eclipse.smarthome.model.lsp.test/src/test/java/org/eclipse/smarthome/model/lsp/internal/MappingUriExtensionsTest.java,caminho_exato,,0,1,https://github.com/cristianritter/test-smells-smarthome/blob/b8455de15d65512e8fac4e94d42de6ab2fccf1c5/bundles/model/org.eclipse.smarthome.model.lsp/src/main/java/org/eclipse/smarthome/model/lsp/internal/MappingUriExtensions.java,https://github.com/cristianritter/test-smells-smarthome/blob/b8455de15d65512e8fac4e94d42de6ab2fccf1c5/bundles/model/org.eclipse.smarthome.model.lsp.test/src/test/java/org/eclipse/smarthome/model/lsp/internal/MappingUriExtensionsTest.java
,,referencia_estatica/import_fqn,0.835379,test-smells-jetty.project,/jetty-websocket/websocket-common/src/main/java/org/eclipse/jetty/websocket/common/WebSocketFrame.java,/jetty-websocket/websocket-server/src/test/java/org/eclipse/jetty/websocket/server/FirefoxTest.java,referencia_estatica,import_fqn,1,50,https://github.com/cristianritter/test-smells-jetty.project/blob/65528f76c5ef6ddca11385f9721c8f0bc5f2eed7/jetty-websocket/websocket-common/src/main/java/org/eclipse/jetty/websocket/common/WebSocketFrame.java,https://github.com/cristianritter/test-smells-jetty.project/blob/65528f76c5ef6ddca11385f9721c8f0bc5f2eed7/jetty-websocket/websocket-server/src/test/java/org/eclipse/jetty/websocket/server/FirefoxTest.java
,,caminho_exato,0.040014,test-smells-buck,/src/com/facebook/buck/slb/ThriftUtil.java,/test/com/facebook/buck/slb/ThriftUtilTest.java,caminho_exato,,0,9,https://github.com/cristianritter/test-smells-buck/blob/1bc8d383ea5cb153ca9bf4f2807e6be498648523/src/com/facebook/buck/slb/ThriftUtil.java,https://github.com/cristianritter/test-smells-buck/blob/1bc8d383ea5cb153ca9bf4f2807e6be498648523/test/com/facebook/buck/slb/ThriftUtilTest.java
,,caminho_exato,0.040014,test-smells-eclipse-collections,/eclipse-collections/src/main/java/org/eclipse/collections/impl/block/factory/Predicates.java,/unit-tests/src/test/java/org/eclipse/collections/impl/block/factory/PredicatesTest.java,caminho_exato,,0,89,https://github.com/cristianritter/test-smells-eclipse-collections/blob/fa40c9aadbd36fb08f05a60b200e92ace40a7bfd/eclipse-collections/src/main/java/org/eclipse/collections/impl/block/factory/Predicates.java,https://github.com/cristianritter/test-smells-eclipse-collections/blob/fa40c9aadbd36fb08f05a60b200e92ace40a7bfd/unit-tests/src/test/java/org/eclipse/collections/impl/block/factory/PredicatesTest.java
,,referencia_estatica/import_fqn,0.835379,test-smells-SapMachine,/src/java.base/share/classes/java/nio/file/Files.java,/test/langtools/tools/javac/modules/ReportNonExistentPackageTest.java,referencia_estatica,import_fqn,1,150,https://github.com/cristianritter/test-smells-SapMachine/blob/6e62561730c46dc5000c39665c43951832192ceb/src/java.base/share/classes/java/nio/file/Files.java,https://github.com/cristianritter/test-smells-SapMachine/blob/6e62561730c46dc5000c39665c43951832192ceb/test/langtools/tools/javac/modules/ReportNonExistentPackageTest.java
,,convencao,0.005513,test-smells-guice,/core/src/com/google/inject/spi/Elements.java,/core/test/com/google/inject/spi/ElementsTest.java,convencao,,0,14,https://github.com/cristianritter/test-smells-guice/blob/dafa4b0bec4e7ec5e1df75e3fb9a2fdf4920921a/core/src/com/google/inject/spi/Elements.java,https://github.com/cristianritter/test-smells-guice/blob/dafa4b0bec4e7ec5e1df75e3fb9a2fdf4920921a/core/test/com/google/inject/spi/ElementsTest.java
,,referencia_estatica/wildcard,0.007944,test-smells-cassandra,/src/java/org/apache/cassandra/db/partitions/PartitionUpdate.java,/test/unit/org/apache/cassandra/db/DeletePartitionTest.java,referencia_estatica,wildcard,1,35,https://github.com/cristianritter/test-smells-cassandra/blob/e191aff385053bdb5325f15bc6d16d2dc0ee0589/src/java/org/apache/cassandra/db/partitions/PartitionUpdate.java,https://github.com/cristianritter/test-smells-cassandra/blob/e191aff385053bdb5325f15bc6d16d2dc0ee0589/test/unit/org/apache/cassandra/db/DeletePartitionTest.java
,,convencao,0.005513,test-smells-guava,/android/guava/src/com/google/common/collect/MapMakerInternalMap.java,/guava-tests/test/com/google/common/collect/MapMakerInternalMapTest.java,convencao,,1,6,https://github.com/cristianritter/test-smells-guava/blob/be92294be598b9b6ff0bd1cae3335759dafcb534/android/guava/src/com/google/common/collect/MapMakerInternalMap.java,https://github.com/cristianritter/test-smells-guava/blob/be92294be598b9b6ff0bd1cae3335759dafcb534/guava-tests/test/com/google/common/collect/MapMakerInternalMapTest.java
,,caminho_exato,0.040014,test-smells-beam,/sdks/java/io/google-cloud-platform/src/main/java/org/apache/beam/sdk/io/gcp/datastore/DatastoreV1.java,/sdks/java/io/google-cloud-platform/src/test/java/org/apache/beam/sdk/io/gcp/datastore/DatastoreV1Test.java,caminho_exato,,0,1,https://github.com/cristianritter/test-smells-beam/blob/a956ff77a8448e5f2c12f6695fec608348b5ab60/sdks/java/io/google-cloud-platform/src/main/java/org/apache/beam/sdk/io/gcp/datastore/DatastoreV1.java,https://github.com/cristianritter/test-smells-beam/blob/a956ff77a8448e5f2c12f6695fec608348b5ab60/sdks/java/io/google-cloud-platform/src/test/java/org/apache/beam/sdk/io/gcp/datastore/DatastoreV1Test.java
,,referencia_estatica/mesmo_pacote,0.111151,test-smells-eclipse-collections,/eclipse-collections/src/main/java/org/eclipse/collections/impl/block/factory/Predicates.java,/serialization-tests/src/test/java/org/eclipse/collections/impl/block/factory/PredicatesSerializationTest.java,referencia_estatica,mesmo_pacote,1,89,https://github.com/cristianritter/test-smells-eclipse-collections/blob/fa40c9aadbd36fb08f05a60b200e92ace40a7bfd/eclipse-collections/src/main/java/org/eclipse/collections/impl/block/factory/Predicates.java,https://github.com/cristianritter/test-smells-eclipse-collections/blob/fa40c9aadbd36fb08f05a60b200e92ace40a7bfd/serialization-tests/src/test/java/org/eclipse/collections/impl/block/factory/PredicatesSerializationTest.java
,,convencao,0.005513,test-smells-beam,/sdks/java/core/src/main/java/org/apache/beam/sdk/transforms/ApproximateQuantiles.java,/sdks/java/core/src/test/java/org/apache/beam/sdk/transforms/ApproximateQuantilesTest.java,convencao,,0,1,https://github.com/cristianritter/test-smells-beam/blob/a956ff77a8448e5f2c12f6695fec608348b5ab60/sdks/java/core/src/main/java/org/apache/beam/sdk/transforms/ApproximateQuantiles.java,https://github.com/cristianritter/test-smells-beam/blob/a956ff77a8448e5f2c12f6695fec608348b5ab60/sdks/java/core/src/test/java/org/apache/beam/sdk/transforms/ApproximateQuantilesTest.java
,,convencao,0.005513,test-smells-buck,/src/com/facebook/buck/util/network/AbstractBatchingLogger.java,/test/com/facebook/buck/util/network/AbstractBatchingLoggerTest.java,convencao,,0,2,https://github.com/cristianritter/test-smells-buck/blob/1bc8d383ea5cb153ca9bf4f2807e6be498648523/src/com/facebook/buck/util/network/AbstractBatchingLogger.java,https://github.com/cristianritter/test-smells-buck/blob/1bc8d383ea5cb153ca9bf4f2807e6be498648523/test/com/facebook/buck/util/network/AbstractBatchingLoggerTest.java
,,referencia_estatica/import_fqn,0.835379,test-smells-camel,/core/camel-core/src/main/java/org/apache/camel/builder/RouteBuilder.java,/core/camel-core/src/test/java/org/apache/camel/processor/RecipientListParallelStopOnExceptionWithOnExceptionTest.java,referencia_estatica,import_fqn,1,5148,https://github.com/cristianritter/test-smells-camel/blob/8a85a70643c4d6eec2d3abddeea44ecb06c2f486/core/camel-core/src/main/java/org/apache/camel/builder/RouteBuilder.java,https://github.com/cristianritter/test-smells-camel/blob/8a85a70643c4d6eec2d3abddeea44ecb06c2f486/core/camel-core/src/test/java/org/apache/camel/processor/RecipientListParallelStopOnExceptionWithOnExceptionTest.java
