correto,observacao,estrato_auditoria,peso_no_universo,github_repo,production_path,test_path,metodo,evidencia,ambiguo,n_testes_da_producao,url_producao,url_teste
,,referencia_estatica/wildcard,0.007944,test-smells-jena,/jena-arq/src/main/java/org/apache/jena/sparql/expr/ExprList.java,/jena-arq/src/test/java/org/apache/jena/sparql/function/user/TestFunctionNonExpansion.java,referencia_estatica,wildcard,1,8,https://github.com/cristianritter/test-smells-jena/blob/1cca775bbf0bb0fd3ee8ac55e31f0f30cdde3b77/jena-arq/src/main/java/org/apache/jena/sparql/expr/ExprList.java,https://github.com/cristianritter/test-smells-jena/blob/1cca775bbf0bb0fd3ee8ac55e31f0f30cdde3b77/jena-arq/src/test/java/org/apache/jena/sparql/function/user/TestFunctionNonExpansion.java
,,referencia_estatica/mesmo_pacote,0.111151,test-smells-camel,/core/camel-core/src/main/java/org/apache/camel/component/bean/MethodNotFoundException.java,/core/camel-core/src/test/java/org/apache/camel/component/bean/MethodCallBeanRefMethodNotFoundTest.java,referencia_estatica,mesmo_pacote,1,10,https://github.com/cristianritter/test-smells-camel/blob/8a85a70643c4d6eec2d3abddeea44ecb06c2f486/core/camel-core/src/main/java/org/apache/camel/component/bean/MethodNotFoundException.java,https://github.com/cristianritter/test-smells-camel/blob/8a85a70643c4d6eec2d3abddeea44ecb06c2f486/core/camel-core/src/test/java/org/apache/camel/component/bean/MethodCallBeanRefMethodNotFoundTest.java
,,convencao,0.005513,test-smells-birt,/data/org.eclipse.birt.report.data.oda.sampledb.ui/src/org/eclipse/birt/report/data/oda/sampledb/ui/i18n/Messages.java,/chart/org.eclipse.birt.chart.tests/src/org/eclipse/birt/chart/tests/i18n/MessagesTest.java,convencao,,1,2,https://github.com/cristianritter/test-smells-birt/blob/f89264810347de98702db45386a822aabc0fadbf/data/org.eclipse.birt.report.data.oda.sampledb.ui/src/org/eclipse/birt/report/data/oda/sampledb/ui/i18n/Messages.java,https://github.com/cristianritter/test-smells-birt/blob/f89264810347de98702db45386a822aabc0fadbf/chart/org.eclipse.birt.chart.tests/src/org/eclipse/birt/chart/tests/i18n/MessagesTest.java
,,caminho_exato,0.040014,test-smells-xtext-core,/org.eclipse.xtext.util/src/org/eclipse/xtext/util/Strings.java,/org.eclipse.xtext.tests/src/org/eclipse/xtext/util/StringsTest.java,caminho_exato,,0,6,https://github.com/cristianritter/test-smells-xtext-core/blob/e04964e4c2a3e0338c0079bd8333688835e77c31/org.eclipse.xtext.util/src/org/eclipse/xtext/util/Strings.java,https://github.com/cristianritter/test-smells-xtext-core/blob/e04964e4c2a3e0338c0079bd8333688835e77c31/org.eclipse.xtext.tests/src/org/eclipse/xtext/util/StringsTest.java
,,referencia_estatica/mesmo_pacote,0.111151,test-smells-eclipse.platform.swt,/tests/org.eclipse.swt.tests/JUnit Tests/org/eclipse/swt/tests/junit/Test_org_eclipse_swt_widgets_Composite.java,/tests/org.eclipse.swt.tests/JUnit Tests/org/eclipse/swt/tests/junit/Test_org_eclipse_swt_widgets_Tree.java,referencia_estatica,mesmo_pacote,1,17,https://github.com/cristianritter/test-smells-eclipse.platform.swt/blob/bf870e8ff7e54069e96e5c9a74dc84d49a444484/tests/org.eclipse.swt.tests/JUnit Tests/org/eclipse/swt/tests/junit/Test_org_eclipse_swt_widgets_Composite.java,https://github.com/cristianritter/test-smells-eclipse.platform.swt/blob/bf870e8ff7e54069e96e5c9a74dc84d49a444484/tests/org.eclipse.swt.tests/JUnit Tests/org/eclipse/swt/tests/junit/Test_org_eclipse_swt_widgets_Tree.java
,,referencia_estatica/import_fqn,0.835379,test-smells-camel,/core/camel-core/src/main/java/org/apache/camel/builder/RouteBuilder.java,/components/camel-jms/src/test/java/org/apache/camel/component/jms/JmsDeadLetterQueueUsingTransferExchangeTest.java,referencia_estatica,import_fqn,1,5148,https://github.com/cristianritter/test-smells-camel/blob/8a85a70643c4d6eec2d3abddeea44ecb06c2f486/core/camel-core/src/main/java/org/apache/camel/builder/RouteBuilder.java,https://github.com/cristianritter/test-smells-camel/blob/8a85a70643c4d6eec2d3abddeea44ecb06c2f486/components/camel-jms/src/test/java/org/apache/camel/component/jms/JmsDeadLetterQueueUsingTransferExchangeTest.java
,,convencao,0.005513,test-smells-guava,/guava/src/com/google/common/collect/ForwardingList.java,/guava-tests/test/com/google/common/collect/ForwardingListTest.java,convencao,,1,6,https://github.com/cristianritter/test-smells-guava/blob/be92294be598b9b6ff0bd1cae3335759dafcb534/guava/src/com/google/common/collect/ForwardingList.java,https://github.com/cristianritter/test-smells-guava/blob/be92294be598b9b6ff0bd1cae3335759dafcb534/guava-tests/test/com/google/common/collect/ForwardingListTest.java
,,referencia_estatica/import_fqn,0.835379,test-smells-falcon,/falcon-regression/merlin/src/main/java/org/apache/falcon/regression/ui/pages/EntitiesPage.java,/falcon-regression/merlin/src/test/java/org/apache/falcon/regression/ui/ProcessUITest.java,referencia_estatica,import_fqn,0,1,https://github.com/cristianritter/test-smells-falcon/blob/470e5e9f5de9ba1b6149dec60e87d3a04270eda3/falcon-regression/merlin/src/main/java/org/apache/falcon/regression/ui/pages/EntitiesPage.java,https://github.com/cristianritter/test-smells-falcon/blob/470e5e9f5de9ba1b6149dec60e87d3a04270eda3/falcon-regression/merlin/src/test/java/org/apache/falcon/regression/ui/ProcessUITest.java
,,referencia_estatica/import_fqn,0.835379,test-smells-eclipse-collections,/eclipse-collections/src/main/java/org/eclipse/collections/impl/set/mutable/UnifiedSet.java,/unit-tests/src/test/java/org/eclipse/collections/impl/set/mutable/primitive/AbstractByteSetTestCase.java,referencia_estatica,import_fqn,1,138,https://github.com/cristianritter/test-smells-eclipse-collections/blob/fa40c9aadbd36fb08f05a60b200e92ace40a7bfd/eclipse-collections/src/main/java/org/eclipse/collections/impl/set/mutable/UnifiedSet.java,https://github.com/cristianritter/test-smells-eclipse-collections/blob/fa40c9aadbd36fb08f05a60b200e92ace40a7bfd/unit-tests/src/test/java/org/eclipse/collections/impl/set/mutable/primitive/AbstractByteSetTestCase.java
,,referencia_estatica/wildcard,0.007944,test-smells-cassandra,/src/java/org/apache/cassandra/db/partitions/PartitionUpdate.java,/test/unit/org/apache/cassandra/db/RangeTombstoneTest.java,referencia_estatica,wildcard,1,35,https://github.com/cristianritter/test-smells-cassandra/blob/e191aff385053bdb5325f15bc6d16d2dc0ee0589/src/java/org/apache/cassandra/db/partitions/PartitionUpdate.java,https://github.com/cristianritter/test-smells-cassandra/blob/e191aff385053bdb5325f15bc6d16d2dc0ee0589/test/unit/org/apache/cassandra/db/RangeTombstoneTest.java
,,convencao,0.005513,test-smells-eclipse.jdt.core,/org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/nd/field/FieldList.java,/org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/nd/FieldListTest.java,convencao,,0,1,https://github.com/cristianritter/test-smells-eclipse.jdt.core/blob/24d47c292ed4bd8fdc28b3c2f9afdab1401d025c/org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/nd/field/FieldList.java,https://github.com/cristianritter/test-smells-eclipse.jdt.core/blob/24d47c292ed4bd8fdc28b3c2f9afdab1401d025c/org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/nd/FieldListTest.java
,,convencao,0.005513,test-smells-ceylon,/model/src/org/eclipse/ceylon/model/loader/TypeParser.java,/compiler-java/test/src/org/eclipse/ceylon/compiler/java/test/model/TypeParserTests.java,convencao,,0,1,https://github.com/cristianritter/test-smells-ceylon/blob/d3994d6cd120c4df85952cd9432123b413cfd65a/model/src/org/eclipse/ceylon/model/loader/TypeParser.java,https://github.com/cristianritter/test-smells-ceylon/blob/d3994d6cd120c4df85952cd9432123b413cfd65a/compiler-java/test/src/org/eclipse/ceylon/compiler/java/test/model/TypeParserTests.java
,,caminho_exato,0.040014,test-smells-ion-java,/src/software/amazon/ion/Timestamp.java,/test/software/amazon/ion/TimestampTest.java,caminho_exato,,0,11,https://github.com/cristianritter/test-smells-ion-java/blob/a19302d1ebcc5e8ca41d19342581364f89d09c1a/src/software/amazon/ion/Timestamp.java,https://github.com/cristianritter/test-smells-ion-java/blob/a19302d1ebcc5e8ca41d19342581364f89d09c1a/test/software/amazon/ion/TimestampTest.java
,,referencia_estatica/mesmo_pacote,0.111151,test-smells-sourceediting,/web/tests/org.eclipse.wst.html.core.tests/src/org/eclipse/wst/html/core/tests/format/TestFormatProcessorHTML.java,/web/tests/org.eclipse.wst.html.core.tests/src/org/eclipse/wst/html/core/tests/format/TestFormatProcessorHTML.java,referencia_estatica,mesmo_pacote,0,1,https://github.com/cristianritter/test-smells-sourceediting/blob/fe6d03fa6ca31c9e5ebeba67b32f14d14335657d/web/tests/org.eclipse.wst.html.core.tests/src/org/eclipse/wst/html/core/tests/format/TestFormatProcessorHTML.java,https://github.com/cristianritter/test-smells-sourceediting/blob/fe6d03fa6ca31c9e5ebeba67b32f14d14335657d/web/tests/org.eclipse.wst.html.core.tests/src/org/eclipse/wst/html/core/tests/format/TestFormatProcessorHTML.java
,,convencao,0.005513,test-smells-birt,/data/org.eclipse.birt.report.data.oda.sampledb.ui/src/org/eclipse/birt/report/data/oda/sampledb/ui/i18n/Messages.java,/UI/org.eclipse.birt.report.designer.tests/test/org/eclipse/birt/report/designer/nls/MessagesTest.java,convencao,,1,2,https://github.com/cristianritter/test-smells-birt/blob/f89264810347de98702db45386a822aabc0fadbf/data/org.eclipse.birt.report.data.oda.sampledb.ui/src/org/eclipse/birt/report/data/oda/sampledb/ui/i18n/Messages.java,https://github.com/cristianritter/test-smells-birt/blob/f89264810347de98702db45386a822aabc0fadbf/UI/org.eclipse.birt.report.designer.tests/test/org/eclipse/birt/report/designer/nls/MessagesTest.java
,,referencia_estatica/mesmo_pacote,0.111151,test-smells-litho,/litho-core/src/main/java/com/facebook/litho/ComponentLifecycle.java,/litho-it/src/test/java/com/facebook/litho/StateUpdatesTest.java,referencia_estatica,mesmo_pacote,1,4,https://github.com/cristianritter/test-smells-litho/blob/19503b819b97e17d02f584633508dca8c646911a/litho-core/src/main/java/com/facebook/litho/ComponentLifecycle.java,https://github.com/cristianritter/test-smells-litho/blob/19503b819b97e17d02f584633508dca8c646911a/litho-it/src/test/java/com/facebook/litho/StateUpdatesTest.java
,,convencao,0.005513,test-smells-SapMachine,/src/java.base/share/classes/java/util/concurrent/Exchanger.java,/test/jdk/java/util/concurrent/tck/ExchangerTest.java,convencao,,0,1,https://github.com/cristianritter/test-smells-SapMachine/blob/6e62561730c46dc5000c39665c43951832192ceb/src/java.base/share/classes/java/util/concurrent/Exchanger.java,https://github.com/cristianritter/test-smells-SapMachine/blob/6e62561730c46dc5000c39665c43951832192ceb/test/jdk/java/util/concurrent/tck/ExchangerTest.java
,,referencia_estatica/wildcard,0.007944,test-smells-jena,/jena-core/src/main/java/org/apache/jena/graph/Graph.java,/jena-core/src/test/java/org/apache/jena/reasoner/rulesys/test/TestBasics.java,referencia_estatica,wildcard,1,127,https://github.com/cristianritter/test-smells-jena/blob/1cca775bbf0bb0fd3ee8ac55e31f0f30cdde3b77/jena-core/src/main/java/org/apache/jena/graph/Graph.java,https://github.com/cristianritter/test-smells-jena/blob/1cca775bbf0bb0fd3ee8ac55e31f0f30cdde3b77/jena-core/src/test/java/org/apache/jena/reasoner/rulesys/test/TestBasics.java
,,convencao,0.005513,test-smells-camel,/components/camel-univocity-parsers/src/main/java/org/apache/camel/dataformat/univocity/UniVocityFixedWidthDataFormat.java,/components/camel-univocity-parsers/src/test/java/org/apache/camel/dataformat/univocity/UniVocityFixedWidthDataFormatTest.java,convencao,,0,3,https://github.com/cristianritter/test-smells-camel/blob/8a85a70643c4d6eec2d3abddeea44ecb06c2f486/components/camel-univocity-parsers/src/main/java/org/apache/camel/dataformat/univocity/UniVocityFixedWidthDataFormat.java,https://github.com/cristianritter/test-smells-camel/blob/8a85a70643c4d6eec2d3abddeea44ecb06c2f486/components/camel-univocity-parsers/src/test/java/org/apache/camel/dataformat/univocity/UniVocityFixedWidthDataFormatTest.java
,,referencia_estatica/import_fqn,0.835379,test-smells-geode,/geode-core/src/main/java/org/apache/geode/distributed/internal/ClusterDistributionManager.java,/geode-core/src/test/java/org/apache/geode/internal/cache/tx/RemoteOperationMessageTest.java,referencia_estatica,import_fqn,1,75,https://github.com/cristianritter/test-smells-geode/blob/8fd839e8b73e40bd2dfd14f331b587431bd35a66/geode-core/src/main/java/org/apache/geode/distributed/internal/ClusterDistributionManager.java,https://github.com/cristianritter/test-smells-geode/blob/8fd839e8b73e40bd2dfd14f331b587431bd35a66/geode-core/src/test/java/org/apache/geode/internal/cache/tx/RemoteOperationMessageTest.java
,,referencia_estatica/import_fqn,0.835379,test-smells-camel,/core/camel-core/src/main/java/org/apache/camel/builder/RouteBuilder.java,/core/camel-core/src/test/java/org/apache/camel/component/xslt/XsltRouteXsltWithErrorTest.java,referencia_estatica,import_fqn,1,5148,https://github.com/cristianritter/test-smells-camel/blob/8a85a70643c4d6eec2d3abddeea44ecb06c2f486/core/camel-core/src/main/java/org/apache/camel/builder/RouteBuilder.java,https://github.com/cristianritter/test-smells-camel/blob/8a85a70643c4d6eec2d3abddeea44ecb06c2f486/core/camel-core/src/test/java/org/apache/camel/component/xslt/XsltRouteXsltWithErrorTest.java
,,referencia_estatica/mesmo_pacote,0.111151,test-smells-kura,/kura/org.eclipse.kura.core.cloud/src/main/java/org/eclipse/kura/core/cloud/CloudServiceOptions.java,/kura/test/org.eclipse.kura.core.cloud.test/src/test/java/org/eclipse/kura/core/cloud/CloudClientImplTest.java,referencia_estatica,mesmo_pacote,1,4,https://github.com/cristianritter/test-smells-kura/blob/5e9f3e3d03c8a9cc7857b3fb9080b256821bb32a/kura/org.eclipse.kura.core.cloud/src/main/java/org/eclipse/kura/core/cloud/CloudServiceOptions.java,https://github.com/cristianritter/test-smells-kura/blob/5e9f3e3d03c8a9cc7857b3fb9080b256821bb32a/kura/test/org.eclipse.kura.core.cloud.test/src/test/java/org/eclipse/kura/core/cloud/CloudClientImplTest.java
,,referencia_estatica/wildcard,0.007944,test-smells-jena,/jena-core/src/main/java/org/apache/jena/graph/Graph.java,/jena-core/src/test/java/org/apache/jena/reasoner/rulesys/test/TestRETE.java,referencia_estatica,wildcard,1,127,https://github.com/cristianritter/test-smells-jena/blob/1cca775bbf0bb0fd3ee8ac55e31f0f30cdde3b77/jena-core/src/main/java/org/apache/jena/graph/Graph.java,https://github.com/cristianritter/test-smells-jena/blob/1cca775bbf0bb0fd3ee8ac55e31f0f30cdde3b77/jena-core/src/test/java/org/apache/jena/reasoner/rulesys/test/TestRETE.java
,,convencao,0.005513,test-smells-aspectj,/org.aspectj.ajdt.core/src/main/java/org/aspectj/ajdt/internal/core/builder/AjBuildConfig.java,/org.aspectj.ajdt.core/src/test/java/org/aspectj/ajdt/internal/core/builder/AjBuildConfigTest.java,convencao,,0,4,https://github.com/cristianritter/test-smells-aspectj/blob/370f291c359cd159c5f3f0abd6e9e53e81234a07/org.aspectj.ajdt.core/src/main/java/org/aspectj/ajdt/internal/core/builder/AjBuildConfig.java,https://github.com/cristianritter/test-smells-aspectj/blob/370f291c359cd159c5f3f0abd6e9e53e81234a07/org.aspectj.ajdt.core/src/test/java/org/aspectj/ajdt/internal/core/builder/AjBuildConfigTest.java
,,referencia_estatica/import_fqn,0.835379,test-smells-closure-compiler,/src/com/google/javascript/rhino/Node.java,/test/com/google/javascript/jscomp/InlinePropertiesTest.java,referencia_estatica,import_fqn,1,144,https://github.com/cristianritter/test-smells-closure-compiler/blob/0393c80ca01b6b861376dad7f91043a38bb37dc0/src/com/google/javascript/rhino/Node.java,https://github.com/cristianritter/test-smells-closure-compiler/blob/0393c80ca01b6b861376dad7f91043a38bb37dc0/test/com/google/javascript/jscomp/InlinePropertiesTest.java
,,referencia_estatica/mesmo_pacote,0.111151,test-smells-hbase,/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HStore.java,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestCompactionArchiveConcurrentClose.java,referencia_estatica,mesmo_pacote,1,65,https://github.com/cristianritter/test-smells-hbase/blob/44f8abd5c65c59e9d09f6ad14b3c825f145d8e4f/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HStore.java,https://github.com/cristianritter/test-smells-hbase/blob/44f8abd5c65c59e9d09f6ad14b3c825f145d8e4f/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestCompactionArchiveConcurrentClose.java
,,referencia_estatica/import_fqn,0.835379,test-smells-druid,/core/src/main/java/org/apache/druid/utils/CompressionUtils.java,/core/src/test/java/org/apache/druid/java/util/emitter/core/EmitterTest.java,referencia_estatica,import_fqn,1,7,https://github.com/cristianritter/test-smells-druid/blob/8ca7cb4886dcaeeaaea3a06aceb9e6d50eeecab5/core/src/main/java/org/apache/druid/utils/CompressionUtils.java,https://github.com/cristianritter/test-smells-druid/blob/8ca7cb4886dcaeeaaea3a06aceb9e6d50eeecab5/core/src/test/java/org/apache/druid/java/util/emitter/core/EmitterTest.java
,,referencia_estatica/wildcard,0.007944,test-smells-cassandra,/src/java/org/apache/cassandra/schema/Tables.java,/test/unit/org/apache/cassandra/db/TableCQLHelperTest.java,referencia_estatica,wildcard,1,9,https://github.com/cristianritter/test-smells-cassandra/blob/e191aff385053bdb5325f15bc6d16d2dc0ee0589/src/java/org/apache/cassandra/schema/Tables.java,https://github.com/cristianritter/test-smells-cassandra/blob/e191aff385053bdb5325f15bc6d16d2dc0ee0589/test/unit/org/apache/cassandra/db/TableCQLHelperTest.java
,,convencao,0.005513,test-smells-guava,/guava/src/com/google/common/collect/ImmutableSetMultimap.java,/guava-tests/test/com/google/common/collect/ImmutableSetMultimapTest.java,convencao,,1,18,https://github.com/cristianritter/test-smells-guava/blob/be92294be598b9b6ff0bd1cae3335759dafcb534/guava/src/com/google/common/collect/ImmutableSetMultimap.java,https://github.com/cristianritter/test-smells-guava/blob/be92294be598b9b6ff0bd1cae3335759dafcb534/guava-tests/test/com/google/common/collect/ImmutableSetMultimapTest.java
,,referencia_estatica/wildcard,0.007944,test-smells-avro,/lang/java/avro/src/main/java/org/apache/avro/Schema.java,/lang/java/avro/src/test/java/org/apache/avro/generic/TestGenericLogicalTypes.java,referencia_estatica,wildcard,1,114,https://github.com/cristianritter/test-smells-avro/blob/1119b6eb5b92730b27e9798793bc67f192591c15/lang/java/avro/src/main/java/org/apache/avro/Schema.java,https://github.com/cristianritter/test-smells-avro/blob/1119b6eb5b92730b27e9798793bc67f192591c15/lang/java/avro/src/test/java/org/apache/avro/generic/TestGenericLogicalTypes.java
,,referencia_estatica/mesmo_pacote,0.111151,test-smells-ExoPlayer,/library/core/src/main/java/com/google/android/exoplayer2/util/ParsableByteArray.java,/library/core/src/test/java/com/google/android/exoplayer2/util/UtilTest.java,referencia_estatica,mesmo_pacote,1,14,https://github.com/cristianritter/test-smells-ExoPlayer/blob/4bc79c9465abd00e29ff576c5f7a7517be632f5a/library/core/src/main/java/com/google/android/exoplayer2/util/ParsableByteArray.java,https://github.com/cristianritter/test-smells-ExoPlayer/blob/4bc79c9465abd00e29ff576c5f7a7517be632f5a/library/core/src/test/java/com/google/android/exoplayer2/util/UtilTest.java
,,referencia_estatica/mesmo_pacote,0.111151,test-smells-pulsar,/pulsar-client/src/main/java/org/apache/pulsar/client/impl/ConsumerImpl.java,/pulsar-broker/src/test/java/org/apache/pulsar/client/impl/PatternTopicsConsumerImplTest.java,referencia_estatica,mesmo_pacote,1,21,https://github.com/cristianritter/test-smells-pulsar/blob/044daf8d61328265640a5b3e5008fc04fac73efa/pulsar-client/src/main/java/org/apache/pulsar/client/impl/ConsumerImpl.java,https://github.com/cristianritter/test-smells-pulsar/blob/044daf8d61328265640a5b3e5008fc04fac73efa/pulsar-broker/src/test/java/org/apache/pulsar/client/impl/PatternTopicsConsumerImplTest.java
,,caminho_exato,0.040014,test-smells-drill,/logical/src/main/java/org/apache/drill/common/expression/fn/JodaDateValidator.java,/logical/src/test/java/org/apache/drill/common/expression/fn/JodaDateValidatorTest.java,caminho_exato,,0,1,https://github.com/cristianritter/test-smells-drill/blob/5e2251a9fd659b81ebfcd6702ee4ee16b3f7b6b3/logical/src/main/java/org/apache/drill/common/expression/fn/JodaDateValidator.java,https://github.com/cristianritter/test-smells-drill/blob/5e2251a9fd659b81ebfcd6702ee4ee16b3f7b6b3/logical/src/test/java/org/apache/drill/common/expression/fn/JodaDateValidatorTest.java
,,referencia_estatica/wildcard,0.007944,test-smells-eclipse.jdt.core,/org.eclipse.jdt.core/model/org/eclipse/jdt/core/jdom/IDOMMethod.java,/org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/dom/ASTConverterTest.java,referencia_estatica,wildcard,1,5,https://github.com/cristianritter/test-smells-eclipse.jdt.core/blob/24d47c292ed4bd8fdc28b3c2f9afdab1401d025c/org.eclipse.jdt.core/model/org/eclipse/jdt/core/jdom/IDOMMethod.java,https://github.com/cristianritter/test-smells-eclipse.jdt.core/blob/24d47c292ed4bd8fdc28b3c2f9afdab1401d025c/org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/dom/ASTConverterTest.java
,,referencia_estatica/wildcard,0.007944,test-smells-jena,/jena-core/src/main/java/org/apache/jena/graph/Graph.java,/jena-core/src/test/java/org/apache/jena/util/TestMonitors.java,referencia_estatica,wildcard,1,127,https://github.com/cristianritter/test-smells-jena/blob/1cca775bbf0bb0fd3ee8ac55e31f0f30cdde3b77/jena-core/src/main/java/org/apache/jena/graph/Graph.java,https://github.com/cristianritter/test-smells-jena/blob/1cca775bbf0bb0fd3ee8ac55e31f0f30cdde3b77/jena-core/src/test/java/org/apache/jena/util/TestMonitors.java
,,caminho_exato,0.040014,test-smells-lucene-solr,/solr/core/src/java/org/apache/solr/util/configuration/SSLCredentialProviderFactory.java,/solr/core/src/test/org/apache/solr/util/configuration/SSLCredentialProviderFactoryTest.java,caminho_exato,,0,1,https://github.com/cristianritter/test-smells-lucene-solr/blob/bca22d58e2d126ec6d349d375d3ea028892104e1/solr/core/src/java/org/apache/solr/util/configuration/SSLCredentialProviderFactory.java,https://github.com/cristianritter/test-smells-lucene-solr/blob/bca22d58e2d126ec6d349d375d3ea028892104e1/solr/core/src/test/org/apache/solr/util/configuration/SSLCredentialProviderFactoryTest.java
,,caminho_exato,0.040014,test-smells-camel,/core/camel-core/src/main/java/org/apache/camel/processor/Enricher.java,/core/camel-core/src/test/java/org/apache/camel/processor/enricher/EnricherTest.java,caminho_exato,,0,1,https://github.com/cristianritter/test-smells-camel/blob/8a85a70643c4d6eec2d3abddeea44ecb06c2f486/core/camel-core/src/main/java/org/apache/camel/processor/Enricher.java,https://github.com/cristianritter/test-smells-camel/blob/8a85a70643c4d6eec2d3abddeea44ecb06c2f486/core/camel-core/src/test/java/org/apache/camel/processor/enricher/EnricherTest.java
,,caminho_exato,0.040014,test-smells-ditto,/services/connectivity/messaging/src/main/java/org/eclipse/ditto/services/connectivity/messaging/validation/ConnectionValidator.java,/services/connectivity/messaging/src/test/java/org/eclipse/ditto/services/connectivity/messaging/validation/ConnectionValidatorTest.java,caminho_exato,,0,1,https://github.com/cristianritter/test-smells-ditto/blob/7fec826b94f3711f6c6ef6be1685b60bd1a8ccb5/services/connectivity/messaging/src/main/java/org/eclipse/ditto/services/connectivity/messaging/validation/ConnectionValidator.java,https://github.com/cristianritter/test-smells-ditto/blob/7fec826b94f3711f6c6ef6be1685b60bd1a8ccb5/services/connectivity/messaging/src/test/java/org/eclipse/ditto/services/connectivity/messaging/validation/ConnectionValidatorTest.java
,,referencia_estatica/wildcard,0.007944,test-smells-maven-surefire,/surefire-booter/src/main/java/org/apache/maven/surefire/booter/StartupConfiguration.java,/maven-surefire-common/src/test/java/org/apache/maven/plugin/surefire/booterclient/BooterDeserializerProviderConfigurationTest.java,referencia_estatica,wildcard,1,7,https://github.com/cristianritter/test-smells-maven-surefire/blob/e57f76c7e858dbbaac6be4cbcd16e215de10b064/surefire-booter/src/main/java/org/apache/maven/surefire/booter/StartupConfiguration.java,https://github.com/cristianritter/test-smells-maven-surefire/blob/e57f76c7e858dbbaac6be4cbcd16e215de10b064/maven-surefire-common/src/test/java/org/apache/maven/plugin/surefire/booterclient/BooterDeserializerProviderConfigurationTest.java
,,referencia_estatica/import_fqn,0.835379,test-smells-commons-math,/src/main/java/org/apache/commons/math4/util/FastMath.java,/src/test/java/org/apache/commons/math4/analysis/function/SincTest.java,referencia_estatica,import_fqn,1,169,https://github.com/cristianritter/test-smells-commons-math/blob/f3719d89ab6a928e8618bbe6a7da8214d9d6eb07/src/main/java/org/apache/commons/math4/util/FastMath.java,https://github.com/cristianritter/test-smells-commons-math/blob/f3719d89ab6a928e8618bbe6a7da8214d9d6eb07/src/test/java/org/apache/commons/math4/analysis/function/SincTest.java
,,convencao,0.005513,test-smells-SapMachine,/src/java.net.http/share/classes/jdk/internal/net/http/WindowController.java,/test/jdk/java/net/httpclient/whitebox/java.net.http/jdk/internal/net/http/WindowControllerTest.java,convencao,,0,1,https://github.com/cristianritter/test-smells-SapMachine/blob/6e62561730c46dc5000c39665c43951832192ceb/src/java.net.http/share/classes/jdk/internal/net/http/WindowController.java,https://github.com/cristianritter/test-smells-SapMachine/blob/6e62561730c46dc5000c39665c43951832192ceb/test/jdk/java/net/httpclient/whitebox/java.net.http/jdk/internal/net/http/WindowControllerTest.java
,,convencao,0.005513,test-smells-jclouds,/providers/google-compute-engine/src/main/java/org/jclouds/googlecomputeengine/compute/functions/InstanceToNodeMetadata.java,/providers/google-compute-engine/src/test/java/org/jclouds/googlecomputeengine/compute/functions/InstanceToNodeMetadataTest.java,convencao,,0,1,https://github.com/cristianritter/test-smells-jclouds/blob/c2670079fabe74f163f43fbade0866469f7a84ec/providers/google-compute-engine/src/main/java/org/jclouds/googlecomputeengine/compute/functions/InstanceToNodeMetadata.java,https://github.com/cristianritter/test-smells-jclouds/blob/c2670079fabe74f163f43fbade0866469f7a84ec/providers/google-compute-engine/src/test/java/org/jclouds/googlecomputeengine/compute/functions/InstanceToNodeMetadataTest.java
,,referencia_estatica/mesmo_pacote,0.111151,test-smells-hadoop-common,/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/security/UserGroupInformation.java,/hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/security/TestPermission.java,referencia_estatica,mesmo_pacote,1,191,https://github.com/cristianritter/test-smells-hadoop-common/blob/42a61a4fbc88303913c4681f0d40ffcc737e70b5/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/security/UserGroupInformation.java,https://github.com/cristianritter/test-smells-hadoop-common/blob/42a61a4fbc88303913c4681f0d40ffcc737e70b5/hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/security/TestPermission.java
,,caminho_exato,0.040014,test-smells-sis,/core/sis-metadata/src/main/java/org/apache/sis/metadata/TreeNodeChildren.java,/core/sis-metadata/src/test/java/org/apache/sis/metadata/TreeNodeChildrenTest.java,caminho_exato,,0,2,https://github.com/cristianritter/test-smells-sis/blob/002121abc9b9826fbd51fac7150b3ee0c02cc88b/core/sis-metadata/src/main/java/org/apache/sis/metadata/TreeNodeChildren.java,https://github.com/cristianritter/test-smells-sis/blob/002121abc9b9826fbd51fac7150b3ee0c02cc88b/core/sis-metadata/src/test/java/org/apache/sis/metadata/TreeNodeChildrenTest.java
